#node	identifier	domain_summary_url	annotation	other_names_and_aliases
chic	7227.FBpp0089196	https://smart.embl.de/smart/DDvec.cgi?smart=126:PROF(1|126)+	Profilin; Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations. By binding to PIP2, it inhibits the formation of IP3 and DG. This profilin is required for intercellular cytoplasm transport during Drosophila oogenesis	33834,59999,AA264383,AA441071,AA540038,AAA28418.1,AAA28419.1,AAF52315.1,AAF52316.1,AAL39589.1,AAM75036.1,AAN10565.1,AAS64643.1,AAY56643.1,AFH03579,AFH03580,AQ025026,AQ025993,AQ026056,AQ026482,AQ073404,AQ254819,AW942382,AY069444,AY128443,CG9553,CG9553-PA,CG9553-PB,CG9553-PC,CG9553-PD,CG9553-PE,CG9553-PF,CG9553-RA,CG9553-RB,CG9553-RC,CG9553-RD,CG9553-RE,CG9553-RF,CL632151,CW848232,CZ473038,CZ477197,CZ477632,Chi,Chic,Chickadee,D88,DProfilin,DQ062770,DmelCG9553,FBan0009553,FBgn0000308,FBgn0013731,FBpp0078864,FBpp0078865,FBpp0078866,FBpp0089196,FBpp0301151,FBpp0301152,FBtr0001870,FBtr0001871,FBtr0001872,FBtr0079233,FBtr0079234,FBtr0079235,FBtr0079236,FBtr0309212,FBtr0309213,GH4,M84528,M84529,NM_001258976,NM_001258976.1,NM_001258977,NM_001258977.1,NM_057668,NM_057668.5,NM_134304,NM_134304.2,NM_164667,NM_164667.2,NM_205913,NM_205913.2,NP_001245905,NP_001245905.1,NP_001245906,NP_001245906.1,NP_477016,NP_477016.1,NP_599131,NP_599131.1,NP_723136,NP_723136.1,NP_995635,NP_995635.1,P25843,PROF_DROME,Profilin,Protein chickadee,Q3YMV6,Q9VMJ9,UPI0000000F89,chi,chi[+]R1.0,chi[+]R1.2,chic,chic-PA,chic-PB,chic-PC,chic-PD,chic-PE,chic-PF,chic-RA,chic-RB,chic-RC,chic-RD,chic-RE,chic-RF,chic[+]R1.0,chic[+]R1.2,chickaddee,chickadee,chickadee, isoform E,dme:Dmel_CG9553,l(2)27/7,profilin,sand,stranded
hgo	7227.FBpp0079790	https://smart.embl.de/smart/DDvec.cgi?smart=439:Pfam_HgmA(5|434)+	Homogentisate 1,2-dioxygenase activity. It is involved in the biological process described with: tyrosine catabolic process; L-phenylalanine catabolic process; oxidation-reduction process; tyrosine metabolic process	1.13.11.5,34552,60614,AAF36489.1,AAF53078.2,AAO39500.1,AF131124,BI363512,BT003496,CG4779,CG4779-PA,CG4779-RA,DmelCG4779,EC 1.13.11.5,FBan0004779,FBgn0032349,FBgn0040211,FBpp0079790,FBtr0080201,HGD_DROME,Homogentisate 1,2-dioxygenase,Homogentisate oxygenase,Homogentisic acid oxidase,Homogentisicase,NM_078820,NM_078820.2,NP_523544,NP_523544.2,Q86P40,Q9VKJ0,UPI0000007491,dme:Dmel_CG4779,hgo,hgo-PA,hgo-RA,homogentisate 1,2-dioxygenase
lark	7227.FBpp0076555	https://smart.embl.de/smart/DDvec.cgi?smart=352:RRM(8|73)+RRM(87|152)+ZnF_C2HC(169|185)+	RNA-binding protein lark; Essential RNA-binding protein. May be required for circadian repression of eclosion. Also essential for nurse cell dumping during oogenesis, the process whereby the cytoplasmic contents of nurse cells are transferred to the oocyte late in it's development	38811,64251,A4V1L0,AAB07067.1,AAF50578.1,AAL29006.1,AAN12053.1,AAN12054.1,AAN12055.1,AAN12056.1,AI388160,AI520594,AI946191,AQ025307,AW943534,AY061458,BZ748759,CG8597,CG8597-PA,CG8597-PB,CG8597-PC,CG8597-PD,CG8597-PE,CG8597-RA,CG8597-RB,CG8597-RC,CG8597-RD,CG8597-RE,CZ466798,CZ474145,DmelCG8597,FBan0008597,FBgn0011640,FBpp0076552,FBpp0076553,FBpp0076554,FBpp0076555,FBpp0076556,FBtr0076841,FBtr0076842,FBtr0076843,FBtr0076844,FBtr0076845,LARK,LARK_DROME,Lark,NM_079233,NM_079233.4,NM_168202,NM_168202.2,NM_168203,NM_168203.2,NM_168204,NM_168204.2,NM_168205,NM_168205.2,NP_523957,NP_523957.1,NP_729237,NP_729237.1,NP_729238,NP_729238.1,NP_729239,NP_729239.1,NP_729240,NP_729240.1,Q94901,RNA-binding protein lark,U59476,UPI0000080A67,dLARK,dme:Dmel_CG8597,lark,lark, isoform A,lark-PA,lark-PB,lark-PC,lark-PD,lark-PE,lark-RA,lark-RB,lark-RC,lark-RD,lark-RE
mRpL27	7227.FBpp0077141	https://smart.embl.de/smart/DDvec.cgi?smart=138:Pfam_Ribosomal_L27(22|104)+	Mitochondrial ribosomal protein L27, isoform A; Structural constituent of ribosome. It is involved in the biological process described with: mitochondrial translation; translation	318825,77118,AAO41158.1,ACH92344.1,B5RJ05,BT044279,CG15442,CG33002,CG33002-PA,CG33002-RA,DmelCG33002,Dmel_CG33002,FBan0033002,FBgn0053002,FBpp0077141,FBtr0077451,Mitochondrial ribosomal protein L27,Mitochondrial ribosomal protein L27, isoform A,Mitochondrial ribosomal protein L27, isoform B,Mitochondrial ribosomal protein L27, isoform C,NM_175957,NM_175957.2,NP_001260028,NP_001260028.1,NP_001285602.1,NP_787971,NP_787971.1,Q86BM8,Q86BM8_DROME,Ribosomal protein L27A,UPI00000073B8,dme:Dmel_CG33002,mRpL27,mRpL27-PA,mRpL27-PB,mRpL27-PC,mRpL27-RA,mitochondrial ribosomal protein L27,mitochondrial ribosomal protein L27, isoform B
mRpS11	7227.FBpp0088833	https://smart.embl.de/smart/DDvec.cgi?smart=200:Pfam_Ribosomal_S11(90|199)+	Mitochondrial ribosomal protein S11; Structural constituent of ribosome. It is involved in the biological process described with: translation	42061,AAF55385.1,AAL90434.1,AAM12287.1,AAY56633.1,AY089696,AY095194,BI162118,BI162119,BI604777,BcDNA:RH70248,CG5184,CG5184-PA,CG5184-RA,CZ472424,CZ472425,CZ482182,CZ482184,DQ062760,DmelCG5184,Dmel_CG5184,FBan0005184,FBgn0038474,FBgn0063651,FBpp0088833,FBtr0089894,GH1,MRP-S11,Mitochondrial ribosomal protein S11,NM_079658,NM_079658.3,NP_524382,NP_524382.1,Q8SXD7,Q9VEN6,Q9VEN6_DROME,RE01527p,UPI0000074C29,dme:Dmel_CG5184,mRpS11,mRpS11-PA,mRpS11-RA,mitochondrial ribosomal protein S11
mrn	7227.FBpp0075348	https://smart.embl.de/smart/DDvec.cgi?smart=499:Pfam_Tfb2(39|404)+	General transcription factor IIH subunit 4; Component of the core-TFIIH basal transcription factor involved in nucleotide excision repair (NER) of DNA	154538_at,39688,65007,AA950675,AAF49614.1,AAL13841.1,ABC86267.1,AQ025118,AW943041,AX094524,AY058612,BT024205,CG7764,CG7764-PA,CG7764-RA,DmelCG7764,Dmel_CG7764,Dmp52,FBan0007764,FBgn0002840,FBgn0036513,FBgn0061793,FBgn0261109,FBpp0075348,FBtr0075595,General transcription factor IIH subunit 4,Marionette,NM_140523,NM_140523.3,NP_648780,NP_648780.1,Q29R35,Q95TQ5,Q9VUR1,Q9VUR1_DROME,TFB2,Tfb2,Tfb2-PA,Tfb2-RA,UPI0000077EB4,anon-WO0118547.648,dme:Dmel_CG7764,l(3)E35,marionette,marionnette,mrn,mrn-PA,mrn-RA,ms(3)nc16,nc16,p52
mt:ATPase8	7227.FBpp0100178	https://smart.embl.de/smart/DDvec.cgi?smart=53:Pfam_ATP-synt_8(1|53)+	ATP synthase protein 8; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subuni [...] 	192468,19893538,A6L,AAB59241.1,AAC47814.1,AAF77229.1,AAF77241.1,ATP synthase protein 8,ATP8,ATP8_DROME,ATPase 8,ATPase8,B2L9S1,B6E0P5,CAB91054.1,CG34072,CG34072-PA,CG34072-RA,F-ATPase subunit 8,FBgn0002867,FBgn0013673,FBpp0100178,FBtr0100866,Mitochondrial ATPase subunit 8,Mtatp8,NP_008280,P03932,P84345,URF6L,YP_009047269,YP_009047269.1,dme:ATP8,mitochondrial ATPase subunit 8,mt:ATPase8,mt:ATPase8-PA,mt:ATPase8-RA
mt:ND5	7227.FBpp0100182	https://smart.embl.de/smart/DDvec.cgi?smart=574:TRANS(7|29)+Pfam_Proton_antipo_N(31|90)+Pfam_Proton_antipo_M(102|388)+Pfam_NADH5_C(391|572)+	NADH-ubiquinone oxidoreductase chain 5; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)	1.6.5.3,192478,19893549,AAA69710.1,AAB33356.1,AAC47818.1,AAF77233.1,AAF77251.1,AAG33195.1,AF295836,CAB91058.1,CG34083,CG34083-PA,CG34083-RA,EC 1.6.5.3,FBgn0002867,FBgn0013684,FBpp0100182,FBtr0100877,NADH dehydrogenase subunit 5,NADH-ubiquinone oxidoreductase chain 5,NADH5,ND5,ND5 subunit of mitochondrial complex I,NP_008284,NU5M_DROME,P18932,Q36735,Q9MGN9,Q9MJC7,S76764,URF5,YP_009047273,YP_009047273.1,dme:ND5,mt:ND5,mt:ND5-PA,mt:ND5-RA,nad5
ox	7227.FBpp0086974	https://smart.embl.de/smart/DDvec.cgi?smart=55:Pfam_UCR_UQCRX_QCR9(2|54)+	Cytochrome b-c1 complex subunit 9; This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This subunit interacts with cytochrome c1 (By similarity)	45401,69656,AAD28637.1,AAF58459.1,AAL49349.1,AC007453,ACM16722.1,AI063477,AI403164,AQ026399,AY071727,B9EQT5,BI615124,BT058010,BcDNA:RH44662,CG8764,CG8764-PA,CG8764-RA,CL610142,CZ470275,Complex III subunit 9,Complex III subunit X,Cytochrome b-c1 complex subunit 9,DmelCG8764,FBan0008764,FBgn0011227,FBgn0024946,FBgn0026780,FBgn0047014,FBpp0086974,FBtr0087861,MTDROME08764,NM_057637,NM_057637.4,NP_476985,NP_476985.1,Oxen,Protein oxen,Q8SY81,Q9XY35,QCR9,QCR9_DROME,Qcr10,Qcr9,UPI0000124983,Ubiquinol-cytochrome C reductase,Ubiquinol-cytochrome c oxidoreductase 7.2 kDa,Ubiquinol-cytochrome c reductase 7.2 kDa protein,dme:Dmel_CG8764,ms(2)00815,ox,ox-PA,ox-RA,oxen,unnamed
rdx	7227.FBpp0099767	https://smart.embl.de/smart/DDvec.cgi?smart=829:MATH(491|597)+BTB(655|752)+	Protein roadkill; Involved in segment polarity. In complex with gft/CUL3, promotes ubiquitination of ci and its subsequent degradation by the proteasome, which results in hh signaling attenuation. This regulation may be important during eye formation for proper packing of ommatidia into a hexagonal array	0869/09,41704,A4V2V6,AA696584,AAF55007.2,AAF55007.3,AAF55008.2,AAM52009.1,AAN14346.1,AAN14347.1,AAN14348.1,AAS93714.1,AAX33469.1,ABG24573.1,AC007441,ACV53070.1,AQ034055,AW941299,AX094079,AX094453,AY121682,BEST:GM07940,BI238120,BI580404,BT012443,BT021321,BT099706,C7LAF6,CG10235,CG12537,CG12537-PA,CG12537-PB,CG12537-PC,CG12537-PD,CG12537-PE,CG12537-RA,CG12537-RB,CG12537-RC,CG12537-RD,CG12537-RE,CG9924,CG9924-PA,CG9924-PB,CG9924-PC,CG9924-PD,CG9924-PE,CG9924-RA,CG9924-RB,CG9924-RC,CG9924-RD,CG9924-RE,CG9924-RF,CG9924-RG,CL844472,CZ467841,CZ469664,CZ470910,CZ472156,CZ472900,CZ474519,CZ475441,CZ475900,CZ476240,CZ476424,CZ476608,CZ476609,CZ487246,CZ487247,D-SPOP,DQ507278,DmelCG12537,Dmel_CG9924,Dromel_CG9924_FBtr0082871_rdx_mORF,FBan0009924,FBgn0002364,FBgn0004722,FBgn0010801,FBgn0011314,FBgn0011366,FBgn0026625,FBgn0028076,FBgn0038192,FBgn0038193,FBgn0044329,FBgn0061865,FBgn0086364,FBgn0262907,FBgn0264493,FBpp0082334,FBpp0082335,FBpp0082336,FBpp0082337,FBpp0099767,FBpp0100174,FBpp0290846,FBpp0290847,FBpp0290848,FBtr0082871,FBtr0082872,FBtr0082873,FBtr0082874,FBtr0100361,FBtr0100852,FBtr0301632,FBtr0301633,FBtr0301634,HIB,NM_142068,NM_142068.1,NM_142069,NM_142069.3,NM_169564,NM_169564.1,NM_169565,NM_169565.1,NM_169566,NM_169566.1,NP_650325,NP_650325.1,NP_650326,NP_650326.3,NP_731875,NP_731875.1,NP_731875.2,NP_731876,NP_731876.2,NP_731877,NP_731877.1,Protein roadkill,Q15BT8,Q5BIA3,Q7KSK6,Q8ING4,Q8MRB4,Q9VFP2,Q9VFP3,RDX_DROME,Rdx,Roadkill,SPOP,Spop,UPI0000083BCF,UPI0000084828,UPI000034DFA8,UPI00004EA804,anon-WO0118547.577,dme:Dmel_CG12537,hedegehog-induced BTB protein,hedgehog- induced BTB protein,hib,l(3)03477,l(3)2004,l(3)88Aa,l(3)A6,l(3)S086909,l(3)SG40,l(3)dsl-6,l(3)dsl6,l(3)j1D1,l(3)j4C7,lethal (3) S086909,mei-P19,meiotic P19,rdx,rdx-PA,rdx-PB,rdx-PC,rdx-PD,rdx-PE,rdx-PF,rdx-RA,rdx-RB,rdx-RC,rdx-RD,rdx-RE,roadkill,roadkill, isoform E
smp-30	7227.FBpp0082476	https://smart.embl.de/smart/DDvec.cgi?smart=303:PQQ(216|249)+	Senescence marker protein-30, isoform C; Calcium ion binding. It is involved in the biological process described with: cold acclimation; regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis; negative regulation of imaginal disc-derived wing size	41786,AAF55095.1,AAL48752.1,AAN13618.1,AB029490,AB029491,ADI77942.1,ADI77943.1,ADI77944.1,ADI77945.1,ADI77946.1,ADI77947.1,ADI77948.1,ADI77949.1,ADI77950.1,ADI77951.1,ADI77952.1,ADI77953.1,ADI77954.1,ADI77955.1,ADI77956.1,ADI77957.1,ADI77958.1,ADI77959.1,ADI77960.1,ADI77961.1,ADI77962.1,ADI77963.1,ADI77964.1,ADI77965.1,ADI77966.1,ADI77967.1,ADI77968.1,ADI77969.1,ADI77970.1,ADI77971.1,ADI77972.1,ADI77973.1,ADI77974.1,ADI77975.1,ADI77976.1,ADI77977.1,ADI77978.1,ADI77979.1,ADI77980.1,ADI77981.1,ADI77982.1,ADI77983.1,ADI77984.1,ADI77985.1,ADI77986.1,ADI77987.1,ADI77988.1,ADI77989.1,ADI77990.1,ADI77991.1,ADI77992.1,ADI77993.1,ADI77994.1,ADI77995.1,ADI77996.1,ADI77997.1,ADI77998.1,ADI77999.1,ADI78000.1,ADI78001.1,ADI78002.1,ADI78003.1,ADI78004.1,ADI78005.1,ADI78006.1,ADI78007.1,ADI78008.1,ADI78009.1,ADI78010.1,ADI78011.1,ADI78012.1,ADI78013.1,ADI78014.1,ADI78015.1,ADI78016.1,ADI78017.1,ADI78018.1,ADI78019.1,ADI78020.1,ADI78021.1,ADI78022.1,ADI78023.1,ADI78024.1,ADI78025.1,ADI78026.1,ADI78027.1,ADI78028.1,ADI78029.1,ADI78030.1,ADI78031.1,ADI78032.1,ADI78033.1,ADI78034.1,ADI78035.1,ADI78036.1,ADI78037.1,ADI78038.1,ADI78039.1,ADI78040.1,ADI78041.1,ADI78042.1,ADI78043.1,ADI78044.1,ADI78045.1,ADI78046.1,ADI78047.1,ADI78048.1,ADI78049.1,ADI78050.1,ADI78051.1,ADI78052.1,ADI78053.1,ADI78054.1,ADI78055.1,ADI78056.1,ADI78057.1,ADI78058.1,ADI78059.1,ADI78060.1,ADI78061.1,ADI78062.1,ADI78063.1,ADZ30900.1,ADZ30901.1,ADZ30902.1,ADZ30903.1,ADZ30904.1,ADZ30905.1,ADZ30906.1,ADZ30907.1,ADZ30908.1,ADZ30909.1,ADZ30910.1,ADZ30911.1,ADZ30912.1,ADZ30913.1,ADZ30914.1,ADZ30915.1,ADZ30916.1,ADZ30917.1,ADZ30918.1,ADZ30919.1,ADZ30920.1,ADZ30921.1,ADZ30922.1,ADZ30923.1,ADZ30924.1,ADZ30925.1,ADZ30926.1,ADZ30927.1,ADZ30928.1,AFE00723.1,AY071130,BAA92938.1,BAA92939.1,BI212393,BT133323,CG7390,CG7390-PA,CG7390-PB,CG7390-RA,CG7390-RB,CT22723,D9HRV1,D9HRV3,D9HRV4,D9HRV5,D9HRV8,D9HRW2,D9HRW5,D9HRW7,D9HRW9,D9HRX4,D9HRY4,D9HRZ7,D9HRZ9,D9HS27,Dca,DmelCG7390,Dmel_CG7390,Drosophila cold acclimation gene,F1D8F7,F1D8F9,F1D8G2,F1D8G4,F1D8G6,F1D8G7,F1D8G9,F1D8H2,FBan0007390,FBgn0038257,FBpp0082475,FBpp0082476,FBtr0083016,FBtr0083017,H8F4T3,H8F4T3_DROME,HM034321,HM034322,HM034323,HM034324,HM034325,HM034326,HM034327,HM034328,HM034329,HM034330,HM034331,HM034332,HM034333,HM034334,HM034335,HM034336,HM034337,HM034338,HM034339,HM034340,HM034341,HM034342,HM034343,HM034344,HM034345,HM034346,HM034347,HM034348,HM034349,HM034350,HM034351,HM034352,HM034353,HM034354,HM034355,HM034356,HM034357,HM034358,HM034359,HM034360,HM034361,HM034362,HM034363,HM034364,HM034365,HM034366,HM034367,HM034368,HM034369,HM034371,HM034372,HM034373,HM034374,HM034375,HM034376,HM034377,HM034378,HM034379,HM034380,HM034381,HM034382,HM034383,HM034384,HM034385,HM034386,HM034388,HM034389,HM034390,HM034391,HM034392,HM034393,HM034394,HM034395,HM034396,HM034397,HM034398,HM034399,HM034400,HM034401,HM034402,HM034403,HM034404,HM034405,HM034406,HM034407,HM034408,HM034409,HM034410,HM034411,HM034412,HM034413,HM034414,HM034415,HM034417,HM034418,HM034419,HM034420,HM034421,HM034422,HM034423,HM034424,HM034425,HM034426,HM034427,HM034428,HM034429,HM034430,HM034431,HM034432,HM034433,HM034434,HM034435,HM034436,HM034437,HM034438,HM034439,HM034440,HM034441,HM034442,HM034443,HM034444,HM034445,HQ681289,HQ681290,HQ681291,HQ681292,HQ681293,HQ681294,HQ681295,HQ681296,HQ681297,HQ681298,HQ681299,HQ681300,HQ681301,HQ681302,HQ681303,HQ681304,HQ681305,HQ681306,HQ681307,HQ681308,HQ681309,HQ681310,HQ681311,HQ681312,HQ681313,HQ681314,HQ681315,HQ681316,HQ681317,MIP34848p1,NM_079629,NM_079629.3,NM_169602,NM_169602.1,NP_001262580,NP_001262580.1,NP_524353,NP_524353.2,NP_731942,NP_731942.1,Q9NDS5,Q9NDS6,Q9VFG5,Senescence marker protein-30,Senescence marker protein-30, isoform C,Smp-30,UPI000007E2CA,cold acclimation,dme:Dmel_CG7390,senescence marker protein-30,senescence marker protein-30, isoform C,smp-30,smp-30-PA,smp-30-PB,smp-30-PC,smp-30-PD,smp-30-RA,smp-30-RB
sta	7227.FBpp0070279	https://smart.embl.de/smart/DDvec.cgi?smart=313:Pfam_Ribosomal_S2(61|159)+Pfam_Ribosomal_S2(154|227)+Pfam_40S_SA_C(245|311)+	40S ribosomal protein SA; Required for the assembly and/or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits. Required during oogenesis and imaginal development	31106,37LRP/p40,40S ribosomal protein SA,4V6W,57663,AA390437,AA948882,AAA28667.1,AAA28741.1,AAF45638.2,AAM50759.1,AAN09049.1,AAN09050.2,ABJ17027.1,ACU12388.1,AF375471,AI124333,AJ300015,AJ300016,AY118899,BT029094,BT089042,C6SV50,CAA19839.1,CG14792,CG14792-PA,CG14792-PB,CG14792-PD,CG14792-RA,CG14792-RB,CG14792-RD,DmelCG14792,EG:80H7.6,FBan0014792,FBgn0003517,FBgn0010239,FBgn0026668,FBgn0029057,FBpp0070277,FBpp0070278,FBpp0070279,FBtr0070289,FBtr0070290,FBtr0070291,K14,Lam-r,Laminin receptor,Laminin receptor homolog,Laminin-receptor,M77133,M90422,NM_057402,NM_057402.4,NM_166889,NM_166889.2,NM_166890,NM_166890.2,NP_001284785,NP_001284785.1,NP_476750,NP_476750.1,NP_726744,NP_726744.1,NP_726745,NP_726745.2,NP_726745.3,P38979,P40,Protein stubarista,Q058X4,Q7KW10,Q9W583,RSSA_DROME,Ribosomal protein SA,Rp 40,Rp40,RpSA,STA,Sa,Stubarista,UPI000000149A,UPI000034DDB7,anon-EST:Liang-2.56,clone 2.56,dme:Dmel_CG14792,k14,l(1)2Af,l(1)G0130,l(1)G0448,sta,sta-PA,sta-PB,sta-PD,sta-RA,sta-RB,sta-RD,stubarista,stubarista, isoform F,unnamed
tmod	7227.FBpp0297625	https://smart.embl.de/smart/DDvec.cgi?smart=567:Pfam_Tropomodulin(91|233)+	Tropomodulin, isoform N; Tropomyosin binding; actin binding. It is involved in the biological process described with: pointed-end actin filament capping; imaginal disc-derived wing morphogenesis; cytoskeleton organization	10,1309,1309/10,43633,68484,A0A0B4K6N4,A0A0B4K6N4_DROME,A8JRH3,AA264337,AAC04506.1,AAF57064.2,AAF57065.2,AAF57066.2,AAF57067.2,AAM11080.1,AAN14242.1,AAN14243.1,AAT27264.1,ABW08810.1,ACN71209.1,ACU32631.1,ACV53092.1,ACV60965.1,ACX61587.1,ACZ95069.1,ACZ95070.1,ACZ95071.1,ADV37409,ADV37410,AFA28446.1,AFH06688,AFH06689,AFH06690,AFH97163.1,AI403765,AQ034044,AW940897,AY094727,BI487096,BT014640,BT072890,BT099547,BT099728,BT099746,BT100046,BT133205,BT133473,C0PV34,C6TP61,C7LAH8,C8VV00,CG11493,CG1539,CG1539-PA,CG1539-PB,CG1539-PC,CG1539-PD,CG1539-PE,CG1539-PF,CG1539-PG,CG1539-PH,CG1539-PI,CG1539-PJ,CG1539-PK,CG1539-PL,CG1539-PM,CG1539-PN,CG1539-PO,CG1539-RA,CG1539-RB,CG1539-RC,CG1539-RD,CG1539-RE,CG1539-RF,CG1539-RG,CG1539-RH,CG1539-RI,CG1539-RJ,CG1539-RK,CG1539-RL,CG1539-RM,CG1539-RN,CG1539-RO,CG15540,CT3919,CT41421,CZ467313,CZ467324,CZ468708,CZ470564,CZ478701,CZ483140,CZ486118,CZ487584,CZ488298,DmelCG1539,Dmel_CG1539,E1JJ21,E42,FBan0001539,FBgn0010731,FBgn0011716,FBgn0039785,FBgn0039786,FBgn0082582,FBpp0085020,FBpp0085021,FBpp0085022,FBpp0085023,FBpp0085024,FBpp0085025,FBpp0112393,FBpp0291320,FBpp0291321,FBpp0291322,FBpp0291756,FBpp0291757,FBpp0297624,FBpp0297625,FBpp0297626,FBtr0007038,FBtr0085658,FBtr0085659,FBtr0085660,FBtr0085661,FBtr0085662,FBtr0085663,FBtr0113483,FBtr0301635,FBtr0302110,FBtr0302111,FBtr0302112,FBtr0302600,FBtr0302601,FBtr0306685,FBtr0306686,FBtr0306687,NM_001104512,NM_001104512.3,NM_001170304,NM_001170304.2,NM_001170305,NM_001170305.2,NM_001170306,NM_001170306.2,NM_001202390,NM_001202390.1,NM_001202391,NM_001202391.1,NM_001260442,NM_001260442.1,NM_001260443,NM_001260443.1,NM_001260444,NM_001260444.1,NM_057683,NM_057683.4,NM_057684,NM_057684.4,NM_170503,NM_170503.3,NM_170504,NM_170504.3,NM_170505,NM_170505.3,NM_170506,NM_170506.3,NP_001097982,NP_001097982.1,NP_001163775,NP_001163775.1,NP_001163776,NP_001163776.1,NP_001163777,NP_001163777.1,NP_001189319,NP_001189319.1,NP_001189320,NP_001189320.1,NP_001247371,NP_001247371.1,NP_001247372,NP_001247372.1,NP_001247373,NP_001247373.1,NP_477031,NP_477031.1,NP_477032,NP_477032.1,NP_733382,NP_733382.1,NP_733383,NP_733383.1,NP_733384,NP_733384.1,NP_733385,NP_733385.1,O46231,Q6IDG5,Q9VA56,Q9VA57,Q9VA58,Q9VA59,Tmod,Tropomodulin,Tropomodulin, isoform N,U92490,UPI0000076E47,UPI000007A9AC,UPI000007B4B2,UPI000007F7C6,UPI00004C58A7,UPI0001B5C3E2,UPI0001C00009,UPI000237F70B,UPI000237F70C,dme:Dmel_CG1539,l(3)00848,l(3)S130910,sanpodo,spdo,spdo-RB,tmod,tmod-PA,tmod-PB,tmod-PC,tmod-PD,tmod-PE,tmod-PF,tmod-PG,tmod-PH,tmod-PI,tmod-PJ,tmod-PK,tmod-PL,tmod-PM,tmod-PN,tmod-PO,tmod-PP,tmod-PQ,tmod-RA,tmod-RB,tmod-RC,tmod-RD,tmod-RE,tmod-RF,tmod-RG,tmod-RH,tmod-RI,tmod-RJ,tmod-RK,tmod-RL,tmod-RM,tmod-RN,tmod-RO,tropmodulin,tropomodulin,tropomodulin, isoform G,unnamed
